algorithm,dataset_type,filename,input_size,threads,run_number,execution_time_ms,memory_usage_kb,comparison_count
mergesort_seq,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,1,3,609.829,185504,211551610
mergesort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,1,1,598.154,185504,211551610
mergesort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,1,2,603.300,185520,211551610
mergesort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,1,3,617.701,185504,211551610
mergesort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,2,1,638.975,203936,211551610
mergesort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,2,2,631.319,218624,211551610
mergesort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,2,3,637.266,204800,211551610
mergesort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,4,1,358.835,199040,211551610
mergesort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,4,2,367.584,221312,211551610
mergesort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,4,3,353.885,194736,211551610
mergesort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,8,1,509.559,240448,211551610
mergesort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,8,2,517.331,229792,211551610
mergesort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,8,3,553.501,236096,211551610
mergesort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,16,1,515.642,242496,211551610
mergesort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,16,2,520.200,229072,211551610
mergesort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,16,3,541.529,233072,211551610
quicksort_seq,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,1,1,194.014,146240,254361670
quicksort_seq,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,1,2,193.796,146224,254361670
quicksort_seq,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,1,3,193.943,146224,254361670
quicksort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,1,1,195.192,146240,254361670
quicksort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,1,2,193.884,146240,254361670
quicksort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,1,3,193.431,146240,254361670
quicksort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,2,1,151.238,146272,254361670
quicksort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,2,2,151.122,146256,254361670
quicksort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,2,3,151.195,146272,254361670
quicksort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,4,1,158.166,146288,254361670
quicksort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,4,2,153.994,146288,254361670
quicksort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,4,3,157.711,146304,254361670
quicksort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,8,1,247.611,146368,254361670
quicksort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,8,2,260.277,146352,254361670
quicksort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,8,3,252.695,146368,254361670
quicksort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,16,1,364.027,146496,254361670
quicksort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,16,2,343.099,146496,254361670
quicksort_par,repeated_values,repeated_values-input-10000000-1-float.txt,10000000,16,3,350.595,146496,254361670
mergesort_seq,uniform,uniform-input-10000000-1-float.txt,10000000,1,1,1074.467,185520,220100206
mergesort_seq,uniform,uniform-input-10000000-1-float.txt,10000000,1,2,1077.115,185520,220100206
mergesort_seq,uniform,uniform-input-10000000-1-float.txt,10000000,1,3,1077.793,185520,220100206
mergesort_par,uniform,uniform-input-10000000-1-float.txt,10000000,1,1,1076.224,185520,220100206
mergesort_par,uniform,uniform-input-10000000-1-float.txt,10000000,1,2,1078.601,185520,220100206
mergesort_par,uniform,uniform-input-10000000-1-float.txt,10000000,1,3,1079.010,185504,220100206
mergesort_par,uniform,uniform-input-10000000-1-float.txt,10000000,2,1,778.626,224528,220100206
mergesort_par,uniform,uniform-input-10000000-1-float.txt,10000000,2,2,781.656,224256,220100206
mergesort_par,uniform,uniform-input-10000000-1-float.txt,10000000,2,3,765.749,223680,220100206
mergesort_par,uniform,uniform-input-10000000-1-float.txt,10000000,4,1,474.153,206080,220100206
mergesort_par,uniform,uniform-input-10000000-1-float.txt,10000000,4,2,465.665,234112,220100206
mergesort_par,uniform,uniform-input-10000000-1-float.txt,10000000,4,3,481.390,261200,220100206
mergesort_par,uniform,uniform-input-10000000-1-float.txt,10000000,8,1,577.704,285664,220100206
mergesort_par,uniform,uniform-input-10000000-1-float.txt,10000000,8,2,568.290,276192,220100206
mergesort_par,uniform,uniform-input-10000000-1-float.txt,10000000,8,3,576.006,274000,220100206
mergesort_par,uniform,uniform-input-10000000-1-float.txt,10000000,16,1,576.324,267408,220100206
mergesort_par,uniform,uniform-input-10000000-1-float.txt,10000000,16,2,581.955,260976,220100206
mergesort_par,uniform,uniform-input-10000000-1-float.txt,10000000,16,3,586.732,285696,220100206
quicksort_seq,uniform,uniform-input-10000000-1-float.txt,10000000,1,1,740.800,146224,284478225
quicksort_seq,uniform,uniform-input-10000000-1-float.txt,10000000,1,2,748.637,146240,284478225
quicksort_seq,uniform,uniform-input-10000000-1-float.txt,10000000,1,3,741.166,146240,284478225
quicksort_par,uniform,uniform-input-10000000-1-float.txt,10000000,1,1,741.734,146224,284478225
quicksort_par,uniform,uniform-input-10000000-1-float.txt,10000000,1,2,736.129,146240,284478225
quicksort_par,uniform,uniform-input-10000000-1-float.txt,10000000,1,3,736.451,146240,284478225
quicksort_par,uniform,uniform-input-10000000-1-float.txt,10000000,2,1,418.308,146272,284478225
quicksort_par,uniform,uniform-input-10000000-1-float.txt,10000000,2,2,424.259,146256,284478225
quicksort_par,uniform,uniform-input-10000000-1-float.txt,10000000,2,3,427.594,146272,284478225
quicksort_par,uniform,uniform-input-10000000-1-float.txt,10000000,4,1,385.506,146304,284478225
quicksort_par,uniform,uniform-input-10000000-1-float.txt,10000000,4,2,385.312,146288,284478225
quicksort_par,uniform,uniform-input-10000000-1-float.txt,10000000,4,3,386.389,146304,284478225
quicksort_par,uniform,uniform-input-10000000-1-float.txt,10000000,8,1,395.504,146352,284478225
quicksort_par,uniform,uniform-input-10000000-1-float.txt,10000000,8,2,397.699,146368,284478225
quicksort_par,uniform,uniform-input-10000000-1-float.txt,10000000,8,3,396.826,146368,284478225
quicksort_par,uniform,uniform-input-10000000-1-float.txt,10000000,16,1,350.400,146480,284478225
quicksort_par,uniform,uniform-input-10000000-1-float.txt,10000000,16,2,351.718,146464,284478225
quicksort_par,uniform,uniform-input-10000000-1-float.txt,10000000,16,3,359.857,146480,284478225
quicksort_seq,same_value,same_value-input-10000000-1-float.txt,10000000,1,1,82.872,146240,248869246
quicksort_seq,same_value,same_value-input-10000000-1-float.txt,10000000,1,2,82.805,146240,248869246
quicksort_seq,same_value,same_value-input-10000000-1-float.txt,10000000,1,3,83.582,146240,248869246
quicksort_par,same_value,same_value-input-10000000-1-float.txt,10000000,1,1,83.102,146240,248869246
quicksort_par,same_value,same_value-input-10000000-1-float.txt,10000000,1,2,83.677,146208,248869246
quicksort_par,same_value,same_value-input-10000000-1-float.txt,10000000,1,3,83.702,146240,248869246
quicksort_par,same_value,same_value-input-10000000-1-float.txt,10000000,2,1,86.631,146288,248869246
quicksort_par,same_value,same_value-input-10000000-1-float.txt,10000000,2,2,84.008,146272,248869246
quicksort_par,same_value,same_value-input-10000000-1-float.txt,10000000,2,3,84.438,146272,248869246
quicksort_par,same_value,same_value-input-10000000-1-float.txt,10000000,4,1,131.666,146304,248869246
quicksort_par,same_value,same_value-input-10000000-1-float.txt,10000000,4,2,139.566,146304,248869246
quicksort_par,same_value,same_value-input-10000000-1-float.txt,10000000,4,3,242.649,146304,248869246
quicksort_par,same_value,same_value-input-10000000-1-float.txt,10000000,8,1,341.980,146368,248869246
quicksort_par,same_value,same_value-input-10000000-1-float.txt,10000000,8,2,322.843,146368,248869246
quicksort_par,same_value,same_value-input-10000000-1-float.txt,10000000,8,3,344.911,146368,248869246
quicksort_par,same_value,same_value-input-10000000-1-float.txt,10000000,16,1,372.722,146496,248869246
quicksort_par,same_value,same_value-input-10000000-1-float.txt,10000000,16,2,394.923,146496,248869246
quicksort_par,same_value,same_value-input-10000000-1-float.txt,10000000,16,3,382.385,146496,248869246
mergesort_seq,same_value,same_value-input-10000000-1-float.txt,10000000,1,1,412.567,185840,118788160
mergesort_seq,same_value,same_value-input-10000000-1-float.txt,10000000,1,2,423.235,186752,118788160
mergesort_seq,same_value,same_value-input-10000000-1-float.txt,10000000,1,3,393.304,185520,118788160
mergesort_par,same_value,same_value-input-10000000-1-float.txt,10000000,1,1,400.877,185520,118788160
mergesort_par,same_value,same_value-input-10000000-1-float.txt,10000000,1,2,388.706,185504,118788160
mergesort_par,same_value,same_value-input-10000000-1-float.txt,10000000,1,3,392.490,185520,118788160
mergesort_par,same_value,same_value-input-10000000-1-float.txt,10000000,2,1,610.780,224352,118788160
mergesort_par,same_value,same_value-input-10000000-1-float.txt,10000000,2,2,622.715,223632,118788160
mergesort_par,same_value,same_value-input-10000000-1-float.txt,10000000,2,3,605.982,224256,118788160
mergesort_par,same_value,same_value-input-10000000-1-float.txt,10000000,4,1,340.331,188144,118788160
mergesort_par,same_value,same_value-input-10000000-1-float.txt,10000000,4,2,350.607,208256,118788160
mergesort_par,same_value,same_value-input-10000000-1-float.txt,10000000,4,3,349.323,223376,118788160
mergesort_par,same_value,same_value-input-10000000-1-float.txt,10000000,8,1,514.883,274240,118788160
mergesort_par,same_value,same_value-input-10000000-1-float.txt,10000000,8,2,541.435,226752,118788160
mergesort_par,same_value,same_value-input-10000000-1-float.txt,10000000,8,3,509.603,249664,118788160
mergesort_par,same_value,same_value-input-10000000-1-float.txt,10000000,16,1,512.813,249520,118788160
mergesort_par,same_value,same_value-input-10000000-1-float.txt,10000000,16,2,534.252,242672,118788160
mergesort_par,same_value,same_value-input-10000000-1-float.txt,10000000,16,3,508.994,253920,118788160
quicksort_seq,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,1,1,130.065,146240,256951559
quicksort_seq,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,1,2,129.212,146240,256951559
quicksort_seq,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,1,3,129.757,146224,256951559
quicksort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,1,1,129.556,146224,256951559
quicksort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,1,2,130.257,146224,256951559
quicksort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,1,3,130.831,146240,256951559
quicksort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,2,1,91.760,142192,256951559
quicksort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,2,2,90.095,146272,256951559
quicksort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,2,3,144.206,146272,256951559
quicksort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,4,1,98.329,146304,256951559
quicksort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,4,2,103.103,146304,256951559
quicksort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,4,3,100.228,146304,256951559
quicksort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,8,1,218.265,146368,256951559
quicksort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,8,2,221.107,146368,256951559
quicksort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,8,3,225.109,146368,256951559
quicksort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,16,1,292.505,146480,256951559
quicksort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,16,2,230.125,146480,256951559
quicksort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,16,3,287.713,146464,256951559
mergesort_seq,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,1,1,432.293,185344,200982526
mergesort_seq,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,1,2,427.180,185504,200982526
mergesort_seq,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,1,3,439.863,185680,200982526
mergesort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,1,1,437.818,185680,200982526
mergesort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,1,2,515.762,186768,200982526
mergesort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,1,3,499.655,184752,200982526
mergesort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,2,1,612.099,223616,200982526
mergesort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,2,2,612.249,223632,200982526
mergesort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,2,3,631.920,224272,200982526
mergesort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,4,1,353.469,190240,200982526
mergesort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,4,2,346.904,224128,200982526
mergesort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,4,3,356.446,249648,200982526
mergesort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,8,1,513.147,234000,200982526
mergesort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,8,2,493.066,263424,200982526
mergesort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,8,3,496.512,276704,200982526
mergesort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,16,1,509.488,191712,200982526
mergesort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,16,2,532.777,242208,200982526
mergesort_par,nearly_sorted,nearly_sorted-input-10000000-1-float.txt,10000000,16,3,521.529,235920,200982526
quicksort_seq,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,1,1,109.717,146224,243222784
quicksort_seq,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,1,2,109.047,146240,243222784
quicksort_seq,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,1,3,107.052,146224,243222784
quicksort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,1,1,106.727,146224,243222784
quicksort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,1,2,108.270,146224,243222784
quicksort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,1,3,108.086,146240,243222784
quicksort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,2,1,76.289,146272,243222784
quicksort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,2,2,77.216,146272,243222784
quicksort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,2,3,80.686,146272,243222784
quicksort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,4,1,98.965,146304,243222784
quicksort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,4,2,97.417,146304,243222784
quicksort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,4,3,99.698,146304,243222784
quicksort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,8,1,274.019,146368,243222784
quicksort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,8,2,276.167,146368,243222784
quicksort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,8,3,281.753,146368,243222784
quicksort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,16,1,392.873,146496,243222784
quicksort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,16,2,381.320,146496,243222784
quicksort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,16,3,393.959,146496,243222784
mergesort_seq,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,1,1,345.828,185520,114434624
mergesort_seq,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,1,2,344.556,185520,114434624
mergesort_seq,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,1,3,343.369,185600,114434624
mergesort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,1,1,336.209,185520,114434624
mergesort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,1,2,338.214,185536,114434624
mergesort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,1,3,330.441,185504,114434624
mergesort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,2,1,637.451,223104,114434624
mergesort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,2,2,617.627,224992,114434624
mergesort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,2,3,631.917,223600,114434624
mergesort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,4,1,346.572,201632,114434624
mergesort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,4,2,340.752,224080,114434624
mergesort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,4,3,353.473,223168,114434624
mergesort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,8,1,536.728,229664,114434624
mergesort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,8,2,486.190,269600,114434624
mergesort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,8,3,533.311,264464,114434624
mergesort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,16,1,506.027,228144,114434624
mergesort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,16,2,509.259,226384,114434624
mergesort_par,reverse_ordered,reverse_ordered-input-10000000-1-float.txt,10000000,16,3,507.325,234320,114434624
mergesort_seq,ordered,ordered-input-10000000-1-float.txt,10000000,1,1,402.705,185504,118788160
mergesort_seq,ordered,ordered-input-10000000-1-float.txt,10000000,1,2,416.550,186128,118788160
mergesort_seq,ordered,ordered-input-10000000-1-float.txt,10000000,1,3,408.810,185504,118788160
mergesort_par,ordered,ordered-input-10000000-1-float.txt,10000000,1,1,400.132,185504,118788160
mergesort_par,ordered,ordered-input-10000000-1-float.txt,10000000,1,2,404.496,185520,118788160
mergesort_par,ordered,ordered-input-10000000-1-float.txt,10000000,1,3,404.720,185520,118788160
mergesort_par,ordered,ordered-input-10000000-1-float.txt,10000000,2,1,615.300,223712,118788160
mergesort_par,ordered,ordered-input-10000000-1-float.txt,10000000,2,2,635.691,205344,118788160
mergesort_par,ordered,ordered-input-10000000-1-float.txt,10000000,2,3,632.365,222208,118788160
mergesort_par,ordered,ordered-input-10000000-1-float.txt,10000000,4,1,363.600,241888,118788160
mergesort_par,ordered,ordered-input-10000000-1-float.txt,10000000,4,2,371.723,240688,118788160
mergesort_par,ordered,ordered-input-10000000-1-float.txt,10000000,4,3,378.290,243328,118788160
mergesort_par,ordered,ordered-input-10000000-1-float.txt,10000000,8,1,498.964,237072,118788160
mergesort_par,ordered,ordered-input-10000000-1-float.txt,10000000,8,2,501.442,243520,118788160
mergesort_par,ordered,ordered-input-10000000-1-float.txt,10000000,8,3,504.409,241728,118788160
mergesort_par,ordered,ordered-input-10000000-1-float.txt,10000000,16,1,507.823,230560,118788160
mergesort_par,ordered,ordered-input-10000000-1-float.txt,10000000,16,2,547.775,235072,118788160
mergesort_par,ordered,ordered-input-10000000-1-float.txt,10000000,16,3,60.074,185584,104555328
quicksort_seq,ordered,ordered-input-10000000-1-float.txt,10000000,1,1,12672.073,146240,32908806392
quicksort_seq,ordered,ordered-input-10000000-1-float.txt,10000000,1,2,12942.641,146240,32908806392
quicksort_seq,ordered,ordered-input-10000000-1-float.txt,10000000,1,3,12605.633,146224,32908806392
quicksort_par,ordered,ordered-input-10000000-1-float.txt,10000000,1,1,12457.215,146240,32908806392
quicksort_par,ordered,ordered-input-10000000-1-float.txt,10000000,1,2,12511.424,146240,32908806392
quicksort_par,ordered,ordered-input-10000000-1-float.txt,10000000,1,3,12443.538,146240,32908806392
quicksort_par,ordered,ordered-input-10000000-1-float.txt,10000000,2,1,8043.698,146272,32908806392
quicksort_par,ordered,ordered-input-10000000-1-float.txt,10000000,2,2,8042.755,146240,32908806392
quicksort_par,ordered,ordered-input-10000000-1-float.txt,10000000,2,3,8044.357,146256,32908806392
quicksort_par,ordered,ordered-input-10000000-1-float.txt,10000000,4,1,8045.431,146272,32908806392
quicksort_par,ordered,ordered-input-10000000-1-float.txt,10000000,4,2,8038.765,146304,32908806392
quicksort_par,ordered,ordered-input-10000000-1-float.txt,10000000,4,3,8044.486,146304,32908806392
quicksort_par,ordered,ordered-input-10000000-1-float.txt,10000000,8,1,8031.602,146352,32908806392
quicksort_par,ordered,ordered-input-10000000-1-float.txt,10000000,8,2,8035.656,146352,32908806392
quicksort_par,ordered,ordered-input-10000000-1-float.txt,10000000,8,3,8037.324,146352,32908806392
quicksort_par,ordered,ordered-input-10000000-1-float.txt,10000000,16,1,8058.056,146400,32908806392
quicksort_par,ordered,ordered-input-10000000-1-float.txt,10000000,16,2,8050.698,146416,32908806392
quicksort_par,ordered,ordered-input-10000000-1-float.txt,10000000,16,3,8129.449,146400,32908806392
